p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.8465346701029e-133	0.183862266310873	0.091	0.275	1.08967713181378e-128	3	Rnf181
7.798214689582e-132	0.309723510917139	0.774	0.946	1.45343125384429e-127	3	Rps29
1.0110522483115e-131	0.154169131366198	0.123	0.331	1.88439918040297e-127	3	Gramd1b
1.32497934757867e-131	0.28678691931076	0.138	0.3	2.46949650801712e-127	3	Kcnk1
2.42044717500417e-131	0.166471353576804	0.093	0.263	4.51122944477276e-127	3	Ten1
2.45125763594587e-131	0.183099543281288	0.149	0.365	4.56865398187591e-127	3	Ptch1
2.73792749008742e-131	0.628748613017322	0.253	0.362	5.10294925602494e-127	3	Enho
2.47126918282418e-129	0.207601246291531	0.097	0.277	4.6059515029477e-125	3	1810058I24Rik
2.82075996205041e-129	0.178413443602038	0.083	0.251	5.25733241726956e-125	3	Bcl7c
3.40927444423516e-129	0.147112167314139	0.083	0.256	6.35420570916549e-125	3	Mtfr1l
8.9663397461602e-129	0.168894524513002	0.107	0.299	1.67114640188934e-124	3	Sdhaf1
1.04347120814062e-128	0.152243219619857	0.112	0.292	1.94482163773249e-124	3	Phactr1
4.7751758697574e-128	0.323683143153352	0.347	0.545	8.89997278605384e-124	3	Pfn2
1.02105064298136e-127	0.185656867589711	0.151	0.345	1.90303418838867e-123	3	Lsamp
1.07275236385318e-127	0.364913801815875	0.784	0.945	1.99939585574955e-123	3	Rps27a
1.42108083529558e-127	0.16189769365389	0.217	0.452	2.6486104608239e-123	3	Scd2
1.53449553733772e-126	0.282582939578597	0.159	0.324	2.85999278249003e-122	3	Ctnnbip1
2.66068618303523e-126	0.270147851292206	0.104	0.265	4.95898690794107e-122	3	Mpdz
1.25461449627525e-125	0.469948517449323	0.142	0.276	2.33835049815782e-121	3	Pbxip1
4.24405626096458e-125	0.166008062978659	0.114	0.307	7.91007205918578e-121	3	H2afj
1.13912389661591e-124	0.366638894945647	0.146	0.297	2.12309911851274e-120	3	Rhoc
2.69261374474367e-124	0.136744290519802	0.198	0.419	5.01849349745325e-120	3	Cspg5
6.06104963378137e-124	0.159447036252303	0.098	0.281	1.12965843074417e-119	3	Fopnl
6.43549040487983e-123	0.140420482419411	0.108	0.3	1.1994467016615e-118	3	Dlg4
1.09574467325662e-122	0.677345844863082	0.219	0.324	2.04224892201569e-118	3	Mt3
3.94623531296476e-122	0.353931959819296	0.121	0.263	7.35499337630371e-118	3	Myef2
1.08415840374375e-121	0.17153725958201	0.767	0.953	2.02065443289759e-117	3	Rps8
2.2396444510039e-120	0.691677772200623	0.876	0.967	4.17424932778107e-116	3	Fth1
2.49228160330682e-120	0.132336625875209	0.106	0.285	4.64511445224324e-116	3	Thap12
5.39076218548486e-120	0.487498604833558	0.154	0.295	1.00473025613067e-115	3	Htra1
1.10310913755567e-119	0.315874262106638	0.132	0.278	2.05597481057626e-115	3	Ddr1
1.90567432958811e-119	0.379483023591029	0.135	0.264	3.55179581548632e-115	3	Ppp1r1a
2.02586570960037e-119	0.161867498770394	0.091	0.25	3.77580850955317e-115	3	Zfp24
5.40152204545858e-119	0.125288981043385	0.094	0.267	1.00673567883257e-114	3	Surf1
1.13332179627575e-117	0.274567859965953	0.784	0.947	2.11228516389875e-113	3	Rpl13
1.34682131082249e-117	0.835054107885986	0.241	0.278	2.51020555911096e-113	3	Sfxn5
1.17768802003449e-116	0.132479366239831	0.092	0.254	2.19497493174029e-112	3	Sash1
4.86090821425674e-116	0.165352337080804	0.112	0.287	9.05976072973171e-112	3	Iscu
8.05502045528862e-116	0.288300166730664	0.121	0.282	1.50129471245669e-111	3	Lrp1
8.48160989752966e-116	0.203474092191619	0.1	0.251	1.58080245270158e-111	3	Pole4
1.72793162295805e-114	0.128568007931082	0.093	0.272	3.22051895886921e-110	3	Pin4
2.90135425266852e-114	0.164279233060713	0.107	0.288	5.40754405612359e-110	3	Arfgef1
6.58144808166825e-114	0.229104381464235	0.123	0.288	1.22665029346133e-109	3	Sap30l
7.98600146635708e-114	0.275723213497925	0.145	0.299	1.48843095329963e-109	3	Ccnd3
1.87217984764862e-113	0.125879200932786	0.111	0.275	3.48936880004749e-109	3	Phpt1
2.86571482789254e-113	0.206284217174678	0.11	0.275	5.34111929622611e-109	3	Tmem106c
4.29552353963222e-113	0.314082925233722	0.125	0.265	8.00599677316652e-109	3	Sorl1
8.25912118653942e-113	0.379036182393477	0.233	0.396	1.53933500674722e-108	3	Nfia
8.42733165411747e-113	0.134628733801198	0.087	0.26	1.57068607369441e-108	3	Apopt1
1.50014148239417e-112	0.325196874764803	0.121	0.254	2.79596369488625e-108	3	Gm17750
4.60613530063918e-112	0.16670493898343	0.098	0.254	8.58491497333131e-108	3	Erbin
6.74796309406322e-112	0.175639937263345	0.094	0.255	1.2576853614715e-107	3	Tial1
7.09252581006496e-111	0.12771027755143	0.081	0.252	1.32190496047991e-106	3	1110038F14Rik
1.72499792607816e-110	0.169610479282085	0.435	0.67	3.21505113462448e-106	3	Ttyh1
2.34706893181089e-110	0.148331739078004	0.11	0.278	4.37446707510914e-106	3	Rps27rt
4.03914968559313e-110	0.388651212550299	0.441	0.618	7.52816718400848e-106	3	Prdx1
6.67826350869328e-110	0.149863941530612	0.145	0.34	1.24469475275025e-105	3	Unc13c
1.35214287642267e-109	0.149486948735737	0.088	0.253	2.52012389307658e-105	3	Samd8
1.98167408336628e-109	0.522651923219157	0.158	0.254	3.69344415657807e-105	3	E130114P18Rik
7.4361049852893e-109	0.125571761770666	0.123	0.301	1.38594124715822e-104	3	Chst2
3.7511121102875e-108	0.187406318267981	0.089	0.254	6.99132275115384e-104	3	Gcc2
1.49366362876692e-106	0.186090717749016	0.104	0.256	2.78389027129578e-102	3	Acaa2
4.52848951307963e-106	0.166275198081538	0.73	0.912	8.44019875447781e-102	3	Ptma
8.15074832350525e-106	0.258423250582977	0.132	0.281	1.51913647253491e-101	3	Wipi1
1.32814504681124e-105	0.440862836098463	0.208	0.336	2.47539673824679e-101	3	Crb1
1.28253256413678e-104	0.695567041469348	0.881	0.596	2.39038419303814e-100	3	Apoe
2.80400534573413e-104	0.170030182015397	0.355	0.57	5.22610516337928e-100	3	Cd63
3.00762379965398e-103	0.521449063447267	0.439	0.604	5.60560923779508e-99	3	Ncam1
5.37891756942491e-103	0.713096630090252	0.254	0.302	1.00252265658941e-98	3	Metrn
7.65123776809052e-103	0.152234941767115	0.097	0.251	1.42603769521671e-98	3	Hmgn5
2.25042538382473e-102	0.321103038507332	0.176	0.32	4.19434283037253e-98	3	Slc6a11
3.14799340202483e-102	0.285537233542873	0.139	0.272	5.86723010269387e-98	3	Cotl1
2.59032560219058e-101	0.255999321555019	0.159	0.312	4.82784885736279e-97	3	Six3os1
4.22996322760248e-101	0.304652192145521	0.151	0.294	7.88380546360551e-97	3	Gsta4
1.3183576308742e-99	0.152256113473151	0.124	0.29	2.45715495242333e-95	3	Tmem176b
6.54393111745761e-99	0.43224413471141	0.149	0.259	1.21965788167175e-94	3	Rrh
1.36995319473868e-97	0.603220611830857	0.201	0.284	2.55331876435396e-93	3	Pdpn
5.44180561881311e-97	0.265213706405862	0.113	0.258	1.01424373123439e-92	3	Fzd5
6.39359888622167e-97	0.587470168767008	0.246	0.327	1.19163896041399e-92	3	Tsc22d4
2.68495343135323e-95	0.379586813380242	0.132	0.251	5.00421620535615e-91	3	Slc6a1
1.31097472911508e-94	0.757453260547397	0.183	0.251	2.44339470012469e-90	3	Col9a1
2.52649756672515e-94	0.65728307158142	0.282	0.36	4.70888616486233e-90	3	S100a1
7.39889135203963e-94	0.194622699923194	0.143	0.3	1.37900537019315e-89	3	Cav2
2.32722350101155e-92	0.312357838028346	0.295	0.452	4.33747916118533e-88	3	Ldhb
1.14909861941424e-91	0.296170754918337	0.148	0.272	2.14169000686426e-87	3	Nbl1
1.42726500482093e-91	0.404977808560711	0.698	0.842	2.66013651598524e-87	3	Actb
1.93595249591677e-91	0.261266372519666	0.819	0.952	3.60822826188967e-87	3	Rps24
5.79303898312736e-90	0.259641863288428	0.417	0.598	1.07970660567528e-85	3	Aldoc
1.09314151066009e-89	0.571821605801582	0.299	0.446	2.03739714756828e-85	3	Epha5
4.94693544111332e-89	0.466411935620372	0.18	0.265	9.22009827514701e-85	3	Fbxo2
5.54490545704145e-89	0.402556085729111	0.177	0.283	1.03345947908339e-84	3	Prex2
5.99054562467269e-89	0.249878868205517	0.131	0.26	1.1165178935265e-84	3	S100a10
8.26433687211751e-89	0.250948830065148	0.174	0.32	1.54030710622526e-84	3	Crot
2.33320174268427e-88	0.424596929441647	0.205	0.316	4.34862140801495e-84	3	Hopx
9.16744388415329e-88	0.167713897515952	0.222	0.4	1.70862819112849e-83	3	Fam3c
1.08543970220288e-85	0.400120163098356	0.222	0.344	2.02304251696572e-81	3	Atp1b3
1.21930392371232e-85	0.280981085144228	0.266	0.438	2.27253865301503e-81	3	Rcn2
1.00761393506451e-84	0.238949553484797	0.129	0.252	1.87799085217323e-80	3	Nt5dc2
1.71264739405549e-84	0.144499444610686	0.26	0.442	3.19203221304061e-80	3	Stmn1
1.9318552967185e-84	0.298777950896794	0.305	0.459	3.60059190202395e-80	3	Nudt4
8.88422543519178e-83	0.481299782957994	0.39	0.505	1.65584193661104e-78	3	Gstm5
1.06447900965241e-82	0.398257918825482	0.241	0.38	1.98397597819016e-78	3	Atp1a1
3.01817822493763e-82	0.622735752436547	0.234	0.282	5.62528057563876e-78	3	Mlc1
3.68622884299462e-82	0.479129563214295	0.838	0.582	6.87039331757338e-78	3	Glul
8.9223373322385e-81	0.500803834091344	0.288	0.391	1.66294523198261e-76	3	Slmap
5.92208362048066e-80	0.633509806119589	0.395	0.441	1.10375794518519e-75	3	Gng5
1.21421476008727e-78	0.5403443189771	0.273	0.343	2.26305346985065e-74	3	Pon2
2.92736465215198e-77	0.131460034791124	0.185	0.353	5.45602223868086e-73	3	Hmgb2
2.83419943378421e-75	0.518591495466024	0.523	0.429	5.28238090468702e-71	3	Pde6h
4.32185098034494e-75	0.886828878306988	0.721	0.604	8.0550658571669e-71	3	Dbi
4.80000058169917e-75	0.438132683633703	0.251	0.333	8.94624108417091e-71	3	S100a16
2.99647331112565e-74	0.340940467022486	0.202	0.306	5.58482695727599e-70	3	Plaat3
9.37019038650458e-74	0.335645020849908	0.189	0.307	1.74641608423672e-69	3	Spon1
3.44800315138596e-73	0.341289164796719	0.159	0.264	6.42638827355316e-69	3	Efemp1
2.10238923452044e-72	0.38441330332394	0.401	0.51	3.9184330552992e-68	3	Epb41l2
9.30117694231158e-70	0.322671101809843	0.253	0.368	1.73355335850803e-65	3	Rax
1.118614970814e-68	0.244463762089498	0.684	0.821	2.08487458260314e-64	3	Eno1
4.30594569784708e-68	0.365075102584178	0.183	0.298	8.02542159164739e-64	3	Utp14b
7.18991800711588e-68	0.127975603162557	0.163	0.303	1.34005691816626e-63	3	Cav1
9.74086137146252e-68	0.638020033364724	0.282	0.328	1.81550174241318e-63	3	Pax6
5.04896484006908e-67	0.636330100732688	0.309	0.353	9.41026066892074e-63	3	Ndrg2
3.46869927805537e-66	0.692822202781004	0.366	0.405	6.46496171443959e-62	3	Gpm6b
1.84560825384712e-65	0.181173138595039	0.189	0.316	3.43984466352027e-61	3	Mt2
1.13141901887397e-63	0.249516770405011	0.632	0.757	2.1087387673773e-59	3	Car2
3.79099111158108e-62	0.300066994387242	0.22	0.326	7.06564923376481e-58	3	Basp1
5.22264306596795e-62	0.288944733116605	0.356	0.498	9.73396214635107e-58	3	Gpm6a
3.37983597392637e-61	0.389538796748403	0.274	0.381	6.29933828820397e-57	3	Sat1
5.54130112411921e-60	0.360806589270975	0.717	0.798	1.03278770351334e-55	3	Rtn4
5.63076420563569e-60	0.47002930033179	0.218	0.274	1.04946183264638e-55	3	Il33
1.23186317168391e-59	0.351092200201392	0.258	0.349	2.29594657938448e-55	3	Synpr
3.13703695614492e-56	0.36313261589947	0.329	0.412	5.8468094788629e-52	3	Ogfrl1
4.43916583022543e-53	0.402935994311034	0.616	0.631	8.27371727437415e-49	3	Mt1
1.19562287558708e-52	0.782522622925443	0.347	0.356	2.22840191551921e-48	3	Trpm3
3.10088742694585e-52	0.244387791688913	0.184	0.282	5.77943398634168e-48	3	Sox2
1.54243280748819e-51	0.431349104295161	0.259	0.33	2.87478626659649e-47	3	Kdr
2.8345662713904e-51	0.288989787488689	0.202	0.286	5.28306461661743e-47	3	Lhx2
6.38533875394722e-46	0.224038764533069	0.207	0.278	1.19009943696068e-41	3	Enpp2
1.04901262772751e-44	0.591447550654117	0.273	0.289	1.95514973555853e-40	3	Fxyd6
1.23216830364592e-44	0.350931341838232	0.282	0.336	2.29651528433527e-40	3	Rbp1
2.45605003509994e-43	0.753585425178466	0.302	0.212	4.57758605541926e-39	3	Opn1mw
3.34252484001626e-43	0.147750114892126	0.178	0.279	6.22979779682231e-39	3	Sbspon
3.31086577516775e-39	0.69950578573743	0.341	0.301	6.17079163175765e-35	3	Crym
9.63690118989421e-38	0.451983111686957	0.604	0.385	1.79612564377248e-33	3	Rlbp1
1.22189428505838e-37	0.244659446163928	0.465	0.552	2.27736656849181e-33	3	Gnai2
1.34871770975232e-37	0.696613469707928	0.625	0.521	2.51374006743638e-33	3	Acsl3
1.2289318794925e-36	0.234109033539774	0.284	0.261	2.29048323699813e-32	3	Opn1sw
1.19120968800251e-34	0.223563614805113	0.386	0.444	2.22017661649908e-30	3	Gngt2
1.29065363725136e-34	0.152440979322077	0.61	0.566	2.40552024910909e-30	3	Pcp2
1.37675370642028e-34	0.466457473792192	0.693	0.505	2.56599355802613e-30	3	Clu
1.02832981985651e-33	0.446956918636781	0.228	0.252	1.91660111824856e-29	3	Gnat2
2.21900793015059e-33	0.728717750535627	0.463	0.376	4.13578698021466e-29	3	Cryab
2.78353529311572e-32	0.689441734290174	0.368	0.334	5.18795307930909e-28	3	Dapl1
8.34432227104694e-32	0.598127098485079	0.54	0.446	1.55521478487773e-27	3	Prdx6
1.48781253069574e-30	0.65815163219339	0.32	0.312	2.77298499471071e-26	3	Abca8a
2.58017108000174e-30	0.178106876539687	0.405	0.503	4.80892285890724e-26	3	Gnb3
3.8766155203457e-29	0.39085130295851	0.213	0.257	7.22523600682032e-25	3	Shisal2b
6.73484076218546e-29	0.191925606142393	0.385	0.436	1.25523962125613e-24	3	Tulp1
1.42897671064437e-25	0.393457258148717	0.309	0.324	2.66332679329898e-21	3	Car14
1.41390505367275e-23	0.519195639314089	0.362	0.342	2.63523623903528e-19	3	Fxyd1
2.11472242155387e-22	0.461152000576968	0.371	0.361	3.9414196492921e-18	3	Cox4i2
2.6712898090343e-21	0.500790586606302	0.357	0.359	4.97874994607813e-17	3	Cp
3.85671854861651e-21	0.509920375323336	0.46	0.437	7.18815203091145e-17	3	Sparc
2.06701370625796e-20	0.558176328939863	0.524	0.369	3.85250014572359e-16	3	Dkk3
1.01010247847251e-18	0.525398407409655	0.457	0.319	1.88262899937706e-14	3	Spc25
2.40074727773278e-17	0.229926251972653	0.348	0.383	4.47451277623835e-13	3	Vim
1.07267839924733e-16	0.324411082910742	0.287	0.3	1.99925800051718e-12	3	Espn
2.10570921745808e-10	0.265314805415531	0.312	0.325	3.92462083949837e-06	3	Gpr37
3.06003268070607e-08	0.336126141828372	0.37	0.38	0.000570328891029998	3	Cd9
1.43405623928333e-07	0.283887124250353	0.308	0.315	0.00267279401877627	3	Slc1a3
0.000104324855281792	0.347943481824499	0.347	0.307	1	3	Aqp4
0.0379389313217092	0.142514298671264	0.415	0.375	1	3	Ptn
0	2.31027788520176	0.713	0.025	0	4	Cabp2
0	1.98879644255591	0.981	0.322	0	4	Cadps
0	3.75172524838328	0.499	0.031	0	4	Cck
0	1.97161992200549	0.839	0.15	0	4	Gabra1
0	2.05773984042394	0.996	0.457	0	4	Gng13
0	2.18319542989742	0.905	0.155	0	4	Grm6
0	2.07022276906661	0.92	0.167	0	4	Isl1
0	2.06586723764593	0.949	0.234	0	4	Kcnma1
0	2.81314763566191	0.804	0.053	0	4	Reln
0	2.93027840985717	0.927	0.244	0	4	Scg2
0	1.96681226572643	0.996	0.429	0	4	Sncb
0	1.88275306899836	0.99	0.354	0	4	Trnp1
0	2.81608182720511	0.674	0.02	0	4	Vsx1
9.88131291682493e-324	1.7400585510904	0.981	0.362	1.84167910143783e-319	4	Slc12a5
3.7210141517372e-314	1.60793320789457	0.912	0.219	6.93522617600779e-310	4	Rskr
1.07451297094366e-310	1.74253373044913	0.983	0.36	2.0026772752448e-306	4	Gm4792
1.36158111974207e-299	2.04470163681581	0.953	0.519	2.53771489097527e-295	4	Tmsb10
6.57689989246103e-297	1.78292194205889	0.862	0.191	1.22580260195689e-292	4	Gria2
7.88336545135853e-296	1.75725317465348	0.76	0.122	1.4693016528242e-291	4	Cabp1
4.65819161056235e-292	1.51574196561882	0.993	0.443	8.6819375237661e-288	4	Gnb3
1.37286084488396e-289	1.87397294440596	0.699	0.093	2.55873804269473e-285	4	C130073E24Rik
1.04970800819146e-286	1.81339344993196	0.843	0.204	1.95644578566724e-282	4	Ptprz1
5.70915747784561e-283	1.48809894229671	0.912	0.254	1.06407277072086e-278	4	Trpm1
6.04870250097194e-281	1.59417011530276	0.921	0.272	1.12735717213115e-276	4	Lrtm1
1.65462182317758e-276	1.69206040498149	0.789	0.163	3.08388415403837e-272	4	Slc4a10
1.41875617044826e-269	1.67281334603697	0.823	0.191	2.64427775048147e-265	4	A530058N18Rik
1.9095616053442e-267	1.42588827475834	0.981	0.679	3.55904092004051e-263	4	Tpi1
7.52208474235479e-267	1.85299291319886	0.721	0.124	1.40196615428009e-262	4	Fam135b
6.91627453280431e-263	1.41733057402238	0.723	0.124	1.28905524742407e-258	4	Samsn1
2.31594036096536e-259	1.80575146389836	0.96	0.59	4.31644964476724e-255	4	Guk1
5.24757004933439e-257	1.52249547807616	0.901	0.272	9.78042105794944e-253	4	Nap1l5
5.83472073169491e-256	1.40680162358391	0.981	0.416	1.0874752499733e-251	4	Cplx3
3.6500366870826e-254	1.54831383898064	0.654	0.092	6.80293837738455e-250	4	Grm5
1.19085596748566e-250	1.56669193781637	0.848	0.263	2.21951735219978e-246	4	Napb
1.24244415668029e-248	1.80783243137773	0.777	0.272	2.31566741922072e-244	4	Unc13c
1.87595550311e-248	1.6893693162991	0.84	0.221	3.49640586669643e-244	4	Neurod4
2.88081660908077e-245	1.35025359212015	0.993	0.506	5.36926599600473e-241	4	Syt1
6.3039103158368e-244	1.51070491451867	0.708	0.129	1.17492280466566e-239	4	Shisal1
3.95387116382569e-242	1.36609782844511	0.983	0.486	7.36922507513832e-238	4	Snap25
2.187108571865e-240	1.40141333270524	0.983	0.626	4.07633295624199e-236	4	Nme1
8.88620854405842e-239	1.34818893920415	0.65	0.1	1.65621154844161e-234	4	Gm30382
1.65262428828365e-236	2.05150642864664	0.687	0.127	3.08016114850307e-232	4	Scgn
1.45647712940894e-234	1.47388087711878	0.697	0.13	2.71458207379238e-230	4	Ntrk2
6.23150435810039e-233	1.4125426420615	0.804	0.206	1.16142778226275e-228	4	Celf3
6.2937379956122e-233	1.38299744827886	0.614	0.087	1.1730268876222e-228	4	Drd1
2.62585283576967e-232	1.35529299108842	0.931	0.36	4.89406451530752e-228	4	Nrxn3
2.41302887501239e-230	1.50850861699357	0.738	0.159	4.49740321724809e-226	4	Frmd3
6.54469957936785e-224	2.41579754251865	0.517	0.079	1.21980110760258e-219	4	Tnnt1
6.07585146995607e-223	1.53786067880215	0.908	0.396	1.13241719697041e-218	4	Nsf
8.31524598454205e-221	1.43518615223461	0.589	0.083	1.54979554659895e-216	4	Kcnb2
6.47283850874032e-219	1.29300596421763	0.781	0.2	1.20640764125902e-214	4	Rit2
3.36526581939667e-215	1.53732213081973	0.698	0.15	6.27218243419152e-211	4	Gabrr2
1.80835992322436e-213	1.50306095786407	0.637	0.113	3.37042122490556e-209	4	Igf1
5.05419090060572e-213	1.57360128363059	0.727	0.232	9.42000100054893e-209	4	Pcdh9
5.63653495693778e-213	1.23678728895034	0.986	0.724	1.05053738527406e-208	4	Pgam1
7.37212856448798e-213	1.64252605613914	0.737	0.185	1.37401732184927e-208	4	Pcp4l1
2.4619748485771e-210	1.39643044239221	0.727	0.175	4.58862872277799e-206	4	6430548M08Rik
2.71047871795946e-209	1.37695278925819	0.743	0.186	5.05179023453284e-205	4	Gpr179
1.99172564901415e-208	1.32043677392027	0.756	0.192	3.71217826463258e-204	4	Gng3
1.06383885684689e-203	1.17172055930676	0.919	0.363	1.98278286139123e-199	4	Bex2
1.43025399320244e-203	1.20026752822396	0.823	0.253	2.66570739253071e-199	4	A330076H08Rik
2.04925125448355e-203	1.15426551725277	0.979	0.662	3.81939448810644e-199	4	Vdac1
1.78897314204309e-199	1.24986988183772	0.767	0.21	3.33428814213991e-195	4	Nrn1l
2.84233654072192e-198	1.37469474967251	0.622	0.12	5.29754684459752e-194	4	Rgs11
2.0024671668869e-197	1.2548828619758	0.954	0.562	3.7321983056438e-193	4	Hist3h2ba
7.5137189491515e-196	1.36233132233568	0.717	0.179	1.40040693774286e-191	4	Gabrg2
2.66123676019038e-193	1.37498115251837	0.714	0.186	4.96001307364282e-189	4	Rnf152
7.20105433522796e-191	1.17509236467928	0.734	0.196	1.34213250699979e-186	4	Caly
5.83146779141152e-190	1.34788606059579	0.514	0.069	1.08686896696328e-185	4	Pou2f2
1.68519348464536e-187	1.09058700746507	0.793	0.246	3.14086361668202e-183	4	Stmn3
7.27050000041197e-187	1.11060553184916	0.982	0.744	1.35507579007678e-182	4	Aplp2
1.17341136670936e-186	1.27369625423736	0.432	0.04	2.18700410527291e-182	4	Unc5d
1.25206006802225e-186	1.0814032011384	0.797	0.251	2.33358955477987e-182	4	Rd3l
7.19107403925716e-186	1.38217173134852	0.906	0.519	1.34027237943675e-181	4	Hlf
5.83539161591833e-184	1.38781904519442	0.743	0.212	1.08760028937486e-179	4	B3galt2
7.9236405925323e-184	0.530975700673102	0.68	0.185	1.47680813363617e-179	4	Spock2
6.59029904267029e-183	1.34981858289924	0.742	0.217	1.22829993557289e-178	4	Camk2b
1.13551514957249e-182	1.26037999294284	0.797	0.267	2.11637313577321e-178	4	Klc3
8.67571549730063e-181	1.25288513912299	0.753	0.222	1.61697985438689e-176	4	Scg3
1.10912779002263e-180	1.15245187985291	0.917	0.439	2.06719237504417e-176	4	Gnao1
1.43188550145907e-179	1.10951585048634	0.912	0.411	2.66874819761941e-175	4	Rab3a
2.04565965103692e-177	1.02983521542414	0.989	0.59	3.81270045760261e-173	4	Mir124-2hg
1.92773037865092e-176	0.940624582100369	0.994	0.842	3.59290387972959e-172	4	Atp6v0c
2.39975581368302e-172	1.51362864583341	0.539	0.096	4.47266488554242e-168	4	Zfhx4
1.90650967406459e-171	1.14843263384775	0.821	0.297	3.55335273052159e-167	4	Otx2
2.7025080221351e-170	1.36506393226673	0.834	0.378	5.0369344516554e-166	4	Prox1
3.16525753925713e-170	1.24060747405971	0.908	0.474	5.89940700166744e-166	4	Ptprd
2.97807217903355e-169	1.46262823638173	0.603	0.133	5.55053092728273e-165	4	Zfhx3
3.03919343591543e-169	1.53622990575803	0.341	0.025	5.66444872585917e-165	4	Cnmd
2.03690296372342e-168	1.0247085894769	0.764	0.246	3.79637974378771e-164	4	Aplp1
7.70050588444483e-168	0.893063712911236	0.909	0.4	1.43522028674283e-163	4	Neurod1
2.94185797077989e-165	1.01048099668691	0.68	0.191	5.48303488593955e-161	4	Car10
3.12649445119759e-164	1.3521378297148	0.716	0.227	5.82716035814207e-160	4	Thsd7a
5.90322548311004e-162	1.18495677775783	0.581	0.124	1.10024316554205e-157	4	Adgrb3
1.84032679343718e-161	1.06322789229746	0.623	0.151	3.43000107760821e-157	4	Edil3
1.69880247383957e-160	0.925358759111778	0.292	0.012	3.16622805074219e-156	4	St6gal2
1.31204250383615e-159	1.14691755195849	0.695	0.202	2.44538481864982e-155	4	Hspa12a
1.5802686362052e-158	1.42726522875678	0.463	0.068	2.94530468415925e-154	4	A730046J19Rik
4.11898822800742e-158	0.870114331145623	0.69	0.214	7.67697025936022e-154	4	Syt4
4.56239142830971e-156	1.18937331536966	0.561	0.118	8.50338514408364e-152	4	Enox1
6.14464542022456e-154	1.29903631977456	0.579	0.134	1.14523901342145e-149	4	Runx1t1
1.45141534860039e-153	1.09501296683164	0.879	0.44	2.7051479267214e-149	4	Cltb
1.52940261177265e-153	0.899113535315455	0.957	0.517	2.85050058782186e-149	4	Smim40
2.17723168558227e-153	0.926323407691298	0.905	0.422	4.05792441558824e-149	4	Syp
2.28240358531027e-153	1.26155317125077	0.323	0.022	4.25394380230129e-149	4	Cdh8
2.6288330582867e-153	1.13235093445392	0.857	0.403	4.89961905403475e-149	4	Auts2
3.88307173432269e-153	1.24417049825143	0.508	0.092	7.23726909843063e-149	4	Gjd2
6.3690480817212e-151	1.18787213472217	0.477	0.08	1.1870631814712e-146	4	Rgs7bp
3.469133296315e-150	1.09819625821518	0.897	0.488	6.4657706376719e-146	4	Dbp
9.54804647639935e-150	1.39531212687218	0.641	0.178	1.77956490227131e-145	4	Qpct
1.55885007681288e-148	1.11174878614967	0.637	0.174	2.90538477316385e-144	4	5330434G04Rik
2.76620664138666e-148	1.0297134420043	0.53	0.108	5.15565593821646e-144	4	Kcna5
8.18163543352678e-148	1.06548997064677	0.77	0.283	1.52489321210072e-143	4	Bex1
4.61109984967862e-147	1.02158437393977	0.599	0.153	8.59416789983101e-143	4	Gabrr1
4.6408642322806e-147	1.17079398079504	0.646	0.182	8.64964275612458e-143	4	Srrm4
3.22016066244991e-146	1.07909936709617	0.505	0.096	6.00173544267415e-142	4	Kcnk3
1.00767996727538e-144	1.23577292740315	0.519	0.111	1.87811392300786e-140	4	Crybg3
8.13859996203539e-144	1.12245025684879	0.879	0.494	1.51687226092416e-139	4	Map4
1.08277702058647e-143	1.10155865835673	0.461	0.077	2.01807981096907e-139	4	Myt1l
2.04564556897725e-142	1.2910406333137	0.439	0.069	3.81267421145979e-138	4	Bhlhe23
3.9687463868665e-142	1.16104508761304	0.75	0.309	7.39694951584178e-138	4	Agap1
9.8771558125727e-142	0.972839344498126	0.626	0.175	1.8409043003473e-137	4	Eef1a2
4.50064653249302e-141	1.03446271379667	0.463	0.081	8.38830500726049e-137	4	Rsph10b
1.07348228585064e-138	0.810450119128547	0.993	0.904	2.00075628436843e-134	4	Oaz1
3.68802568623902e-138	1.08174030229274	0.877	0.49	6.87374227401228e-134	4	Ank2
9.06315946811514e-137	0.99275637743075	0.942	0.59	1.6891916616673e-132	4	Khdrbs3
4.34383689161784e-136	0.860892947674238	0.6	0.171	8.09604319859733e-132	4	Tmem215
1.30949173014669e-135	1.17854089999868	0.596	0.181	2.44063068664741e-131	4	Csnk1g1
2.58034854102524e-135	1.03718942285672	0.789	0.338	4.80925361076283e-131	4	Pcbp3
3.86703107958844e-134	0.921361794289671	0.519	0.116	7.20737252613693e-130	4	Tmem108
3.06422104088728e-133	1.15663065039371	0.597	0.181	5.7110951760057e-129	4	Sybu
9.04372510132681e-131	0.871274220834368	0.287	0.021	1.68556948438529e-126	4	Arhgdig
2.36704087372231e-130	1.04858625485781	0.623	0.188	4.41169078044364e-126	4	Tmem59l
1.89396024557312e-129	1.13640698378087	0.557	0.158	3.52996310569918e-125	4	Robo2
3.35282556317043e-129	0.957256641456956	0.916	0.554	6.24899628463705e-125	4	Ttc3
1.76388274557152e-128	1.05875055050909	0.788	0.365	3.2875246611962e-124	4	Snrpn
2.47914337521255e-128	0.939433905851919	0.931	0.568	4.62062742272114e-124	4	Hmgn3
3.54898066005258e-127	0.973249673423431	0.821	0.387	6.61459015420599e-123	4	Tspyl4
