Coordinate_1,Coordinate_2
5.90807872743032,7.70231172411069
-1.05596465139963,0.503676920815559
2.47453123063467,-5.80287054212466
-5.16983789473154,1.00110980836973
6.51681810349844,6.28476592867002
0.691328344053248,-4.3685529533185
1.30247192655377,-6.12132909925356
1.17233173281572,-3.83299687536135
0.756719884580592,-0.143703513161091
2.9178228947582,8.69775840608701
2.40051609010122,-6.37161901624575
2.27734386653326,7.87205859987363
9.34515672654531,-3.35976246030703
5.26133423776052,-6.17315700681582
11.6456528279247,-12.4714424911298
5.09611397714041,7.08577749101743
-5.39463037520029,-6.32361438901797
-9.78823942213633,2.54421421854124
14.4061022374096,3.12581631509885
2.2483425709667,5.65136548845396
-5.86310142546274,1.02381035654172
8.54472499818228,-7.76600101621523
-1.213193836504,-18.7534745040692
4.01015788049124,9.20032569734678
11.3936195942821,-12.5145943465985
-5.93965238600352,-6.54168251188174
2.06500184268377,0.392515271588417
5.53800111741445,7.76107045976743
-6.71674722700693,1.09355184404478
-9.46500867872812,5.58344337312803
7.45703988999746,-7.31248119504824
-8.21333021193125,2.1657328304492
2.31234496564291,-5.95843723447695
2.76920121640585,6.26205369798765
-9.81617063551523,2.55035707323179
-10.1307601359425,3.01466509668455
5.8387008282604,6.12148258058652
8.94626670808218,-3.49133113057986
3.18735938996694,7.90692493288145
3.0369909378948,7.98831531374082
-0.906730356508276,-17.7723686996259
1.42258933663986,-1.97341313989535
-2.25340956717112,0.66531625358686
-7.56728166609385,5.97398158876524
0.271298942274073,-4.16374900968447
-2.05776232748606,-18.9540303054608
0.481295106119135,-4.19795826108828
6.22962528199575,8.68349239198789
-5.2681106951771,0.927601426526161
2.45793395966909,4.08508130876646
-2.7224974062977,-17.1076062026776
2.05192100734136,-6.12753751905337
1.52748577029131,-3.81909063489809
8.00299554795645,-7.69094017179385
-7.76365560560801,5.43637916414365
3.39984827966116,7.16759797899351
3.3576799008312,5.90052244035825
11.0031338307323,-1.88442567022219
2.06565147370718,5.71425887910947
-1.3598391440449,-18.3063061538495
10.8309097859325,-12.2178891006269
10.2438622090282,-12.8875239196576
0.535464999383906,-2.09664621980563
-1.69903129606821,0.374079554959388
-10.1320266154347,6.97882482378111
5.24615007371328,8.23170539705381
1.98242640227697,-0.953019768313317
5.36162906617544,7.72981998293027
1.00667980045698,-4.48434951932803
1.63666331500433,-4.25296905668154
-9.95848077803232,5.44308778612241
-2.93642419844248,-19.3002579513349
1.57261952490232,7.17989274828062
3.4136622521343,-7.28049114377871
-2.229457798296,-17.892947465495
5.7438407513561,6.75610992281065
12.3171406361522,-12.20897701414
1.55022555322073,6.00099059908018
-10.3869799998341,3.45920941202268
6.45505052537344,-7.36216619642153
-2.74037593870737,-17.278481751994
-3.12906831770518,-18.8918297591962
-9.87243265181162,2.64501330225095
-8.77981275587656,1.77761301366911
3.23509412736318,-6.88136795194521
-1.06841796904184,-18.2078202071942
-9.28499502211191,7.02247831194028
-0.342002096467992,-3.4038758579053
5.80320650071523,9.12218639223203
1.51707666844747,-4.97963026197329
6.09100252122305,8.76118060915098
5.30907445878408,8.3500201400958
-10.3662089732228,6.65228959886655
0.952902940219859,-4.80297783048525
-1.24136632948496,0.0617054548703153
-5.4723982241688,0.892142384930702
-2.60985726385691,-18.3790390792646
0.943132815069178,0.352229684277626
9.71740823716543,-12.1640503707685
-6.65843767195322,-6.7160404029645
-1.30318874388315,0.322718083544822
6.46649270982168,5.31726381151304
14.2437038990917,3.38582298128233
0.608130869573573,-4.57188871534243
1.85308736295126,6.26288387148008
4.9704523655834,8.16582271425352
1.80929141969107,6.20663759080991
1.76522808999441,-0.632267773465065
8.80870157212637,-7.66765287549868
9.94595628709219,-3.11631301076785
-6.65293067961313,-6.67123439939394
0.702313182062128,-2.48541215093508
4.43374448747061,6.16530868379697
-10.4143123057423,5.71856710283384
3.62223797768972,6.6070649322711
2.85136335820577,7.37990495531187
-2.815488758379,0.129324346467109
14.2923374745312,2.68855211107359
5.36194234818838,8.95089980928526
4.89551239938162,7.62166807024107
1.82069545716665,-4.11565163762942
9.93865495652578,-3.11874535711184
-3.08055919676401,0.566408484860512
-7.80669111281016,2.96010205118284
8.89329343766592,-3.55326917798891
0.923765418237666,-5.40821960599795
7.66032033891104,6.82033225862608
2.33623498410604,2.69841405717954
2.12425183982275,0.474016397877784
-9.7093457606373,3.40127012102232
-9.33685773878672,4.48551151125059
-6.7000364687977,-6.74723413617983
-3.26808017759897,0.297561734601112
6.13712459535024,8.42715808717832
3.28264218301199,8.68776771394834
-10.1791963007984,5.9743778404437
3.23239916295431,7.38414975969419
-9.36147588759043,6.48616144029722
2.31747549504659,2.46955558626279
2.32931202382467,-5.34978368909731
-1.72900647192576,-19.1496212783612
-0.772715750032446,-17.1744911971845
-5.62221998243906,3.89212390749082
-10.1180562403736,6.40030023424253
1.93624359101675,-3.82955363424197
8.59450107545278,-7.60287740857973
8.11463743180654,-7.46324899824038
3.98014026612661,5.59757253496275
13.7903595539989,4.5127193626605
1.4496352496805,-2.03081944616213
-3.08599609404185,0.621485083981605
-2.44390172033884,-15.5168669524945
0.134211835569361,-0.0633852335967105
4.12792998284719,6.3038890060626
7.28913837403677,6.35176393358335
-5.89049667387583,-6.49189642103091
11.7820721241894,-12.4135477844037
2.34574228257559,-6.21948984296694
5.04832392663381,6.73590537874326
10.5729971501293,-12.8114264312543
1.45149980217836,-2.53748372228518
-10.611610355669,3.24138614503965
4.58311348885916,6.53434535829649
2.45051556558035,3.2177221473895
4.45466047257803,7.06556484071836
1.8546606275501,-5.70226267011538
2.46323913068197,8.11236736147031
12.3899031254711,-12.1946814361371
-1.04752654104807,0.537253170891853
4.73589974374197,8.98343345491514
4.41579538316152,-6.85002782972231
-9.82626432448008,4.60980531541929
2.40364294976614,5.40744420854673
2.93028694123648,6.72364637224302
6.84115081757925,6.93144866792783
0.0837592455806526,0.410194009228798
0.673714217847803,-3.32536724241152
3.90674787492178,0.58303025333509
-2.24975866346934,0.300953507109733
-10.6459836390553,3.02379509775266
0.304194209283808,-2.34382107885256
-9.93592256575205,5.29766151277647
-2.17261427908518,-16.6224873367108
-0.016588750177404,-4.23728302152529
14.631511745161,2.90409871904478
-10.487176838213,6.52119752733335
1.75116157264135,-0.14790319682732
-10.5946216013966,5.46304962007627
12.6499844166698,-12.1835177245893
-5.05410808592417,-5.96998098523989
-2.36660498648264,-15.6445515456952
1.14756954938791,-4.07895806463137
7.18502193421743,5.9807803329669
5.00301962823294,6.95259925691709
